Filename,Social_Caption,Author,Text,Theme,Quote_ID
endure_hot_pink_quote12.png,"""It's not what happens to you, but how you react to it that matters."" — Epictetus #Endure #Resilience #Stoicism","Epictetus","It's not what happens to you, but how you react to it that matters.",hot_pink,12
endure_hot_pink_quote49.png,"""The pain of yesterday is the strength of today."" — Paulo Coelho #Endure #Resilience #Stoicism","Paulo Coelho","The pain of yesterday is the strength of today.",hot_pink,49
endure_hot_pink_quote30.png,"""I am not what happened to me, I am what I choose to become."" — Carl Jung #Endure #Resilience #Stoicism","Carl Jung","I am not what happened to me, I am what I choose to become.",hot_pink,30
endure_hot_pink_quote28.png,"""Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in."" — Katherine Mansfield #Endure #Resilience #Stoicism","Katherine Mansfield","Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in.",hot_pink,28
endure_hot_pink_quote27.png,"""You may encounter many defeats, but you must not be defeated."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","You may encounter many defeats, but you must not be defeated.",hot_pink,27
endure_hot_pink_quote47.png,"""Regret is mostly caused by not having done anything."" — Charles Bukowski #Endure #Resilience #Stoicism","Charles Bukowski","Regret is mostly caused by not having done anything.",hot_pink,47
endure_hot_pink_quote40.png,"""We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future.",hot_pink,40
endure_hot_pink_quote17.png,"""The wound is the place where the Light enters you."" — Rumi #Endure #Resilience #Stoicism","Rumi","The wound is the place where the Light enters you.",hot_pink,17
endure_hot_pink_quote2.png,"""Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable."" — Sydney J. Harris #Endure #Resilience #Stoicism","Sydney J. Harris","Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.",hot_pink,2
endure_hot_pink_quote43.png,"""The bitterest tears shed over graves are for words left unsaid and deeds left undone."" — Harriet Beecher Stowe #Endure #Resilience #Stoicism","Harriet Beecher Stowe","The bitterest tears shed over graves are for words left unsaid and deeds left undone.",hot_pink,43
endure_hot_pink_quote38.png,"""It's better to have loved and lost than never to have loved at all."" — Alfred Lord Tennyson #Endure #Resilience #Stoicism","Alfred Lord Tennyson","It's better to have loved and lost than never to have loved at all.",hot_pink,38
endure_hot_pink_quote21.png,"""To err is human; to forgive, divine."" — Alexander Pope #Endure #Resilience #Stoicism","Alexander Pope","To err is human; to forgive, divine.",hot_pink,21
endure_hot_pink_quote5.png,"""The heart was made to be broken."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The heart was made to be broken.",hot_pink,5
endure_hot_pink_quote29.png,"""The past is a place of reference, not a place of residence."" — Willie Jolley #Endure #Resilience #Stoicism","Willie Jolley","The past is a place of reference, not a place of residence.",hot_pink,29
endure_hot_pink_quote10.png,"""Pain is inevitable. Suffering is optional."" — Haruki Murakami #Endure #Resilience #Stoicism","Haruki Murakami","Pain is inevitable. Suffering is optional.",hot_pink,10
endure_hot_pink_quote23.png,"""Heartbreak could be lived with if it weren't accompanied by regret."" — Laura Kasischke #Endure #Resilience #Stoicism","Laura Kasischke","Heartbreak could be lived with if it weren't accompanied by regret.",hot_pink,23
endure_hot_pink_quote9.png,"""The greatest glory in living lies not in never falling, but in rising every time we fall."" — Nelson Mandela #Endure #Resilience #Stoicism","Nelson Mandela","The greatest glory in living lies not in never falling, but in rising every time we fall.",hot_pink,9
endure_hot_pink_quote25.png,"""What we regret most are lost opportunities."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","What we regret most are lost opportunities.",hot_pink,25
endure_hot_pink_quote7.png,"""What is done cannot be undone, but one can prevent it happening again."" — Anne Frank #Endure #Resilience #Stoicism","Anne Frank","What is done cannot be undone, but one can prevent it happening again.",hot_pink,7
endure_hot_pink_quote3.png,"""Out of suffering have emerged the strongest souls; the most massive characters are seared with scars."" — Khalil Gibran #Endure #Resilience #Stoicism","Khalil Gibran","Out of suffering have emerged the strongest souls; the most massive characters are seared with scars.",hot_pink,3
endure_hot_pink_quote44.png,"""Out of difficulties grow miracles."" — Jean de La Bruyère #Endure #Resilience #Stoicism","Jean de La Bruyère","Out of difficulties grow miracles.",hot_pink,44
endure_hot_pink_quote4.png,"""I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed."" — Booker T. Washington #Endure #Resilience #Stoicism","Booker T. Washington","I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed.",hot_pink,4
endure_hot_pink_quote35.png,"""Regrets are the tears of choices not made and of good deeds left undone."" — Jonathan Lockwood Huie #Endure #Resilience #Stoicism","Jonathan Lockwood Huie","Regrets are the tears of choices not made and of good deeds left undone.",hot_pink,35
endure_hot_pink_quote22.png,"""The best way to predict the future is to create it."" — Peter Drucker #Endure #Resilience #Stoicism","Peter Drucker","The best way to predict the future is to create it.",hot_pink,22
endure_hot_pink_quote36.png,"""Fall seven times, stand up eight."" — Japanese Proverb #Endure #Resilience #Stoicism","Japanese Proverb","Fall seven times, stand up eight.",hot_pink,36
endure_hot_pink_quote1.png,"""The only real mistake is the one from which we learn nothing."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","The only real mistake is the one from which we learn nothing.",hot_pink,1
endure_hot_pink_quote34.png,"""Broken hearts hurt but they will make you strong."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Broken hearts hurt but they will make you strong.",hot_pink,34
endure_hot_pink_quote18.png,"""We must accept finite disappointment, but never lose infinite hope."" — Martin Luther King Jr. #Endure #Resilience #Stoicism","Martin Luther King Jr.","We must accept finite disappointment, but never lose infinite hope.",hot_pink,18
endure_hot_pink_quote48.png,"""Success consists of going from failure to failure without loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success consists of going from failure to failure without loss of enthusiasm.",hot_pink,48
endure_hot_pink_quote41.png,"""Regret doesn't remind us that we did badly. It reminds us that we know we can do better."" — Kathryn Schulz #Endure #Resilience #Stoicism","Kathryn Schulz","Regret doesn't remind us that we did badly. It reminds us that we know we can do better.",hot_pink,41
endure_bright_purple_quote24.png,"""Failure is simply the opportunity to begin again, this time more intelligently."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","Failure is simply the opportunity to begin again, this time more intelligently.",bright_purple,24
endure_bright_purple_quote13.png,"""I have not failed. I've just found 10,000 ways that won't work."" — Thomas Edison #Endure #Resilience #Stoicism","Thomas Edison","I have not failed. I've just found 10,000 ways that won't work.",bright_purple,13
endure_bright_purple_quote32.png,"""Mistakes are a fact of life. It is the response to error that counts."" — Nikki Giovanni #Endure #Resilience #Stoicism","Nikki Giovanni","Mistakes are a fact of life. It is the response to error that counts.",bright_purple,32
endure_bright_purple_quote20.png,"""Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit."" — Napoleon Hill #Endure #Resilience #Stoicism","Napoleon Hill","Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",bright_purple,20
endure_bright_purple_quote11.png,"""Regret is the past crippling you in the present."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Regret is the past crippling you in the present.",bright_purple,11
endure_bright_purple_quote8.png,"""Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better."" — Samuel Beckett #Endure #Resilience #Stoicism","Samuel Beckett","Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better.",bright_purple,8
endure_bright_purple_quote16.png,"""Success is stumbling from failure to failure with no loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success is stumbling from failure to failure with no loss of enthusiasm.",bright_purple,16
endure_bright_purple_quote26.png,"""Suffering is the positive element in this world, indeed it is the only link between this world and the positive."" — Franz Kafka #Endure #Resilience #Stoicism","Franz Kafka","Suffering is the positive element in this world, indeed it is the only link between this world and the positive.",bright_purple,26
endure_bright_purple_quote37.png,"""The soul would have no rainbow had the eyes no tears."" — John Vance Cheney #Endure #Resilience #Stoicism","John Vance Cheney","The soul would have no rainbow had the eyes no tears.",bright_purple,37
endure_bright_purple_quote19.png,"""Rock bottom became the solid foundation on which I rebuilt my life."" — J.K. Rowling #Endure #Resilience #Stoicism","J.K. Rowling","Rock bottom became the solid foundation on which I rebuilt my life.",bright_purple,19
endure_bright_purple_quote15.png,"""Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.",bright_purple,15
endure_bright_purple_quote6.png,"""Mistakes are the portals of discovery."" — James Joyce #Endure #Resilience #Stoicism","James Joyce","Mistakes are the portals of discovery.",bright_purple,6
endure_bright_purple_quote31.png,"""Turn your wounds into wisdom."" — Oprah Winfrey #Endure #Resilience #Stoicism","Oprah Winfrey","Turn your wounds into wisdom.",bright_purple,31
endure_bright_purple_quote39.png,"""Failure is the condiment that gives success its flavor."" — Truman Capote #Endure #Resilience #Stoicism","Truman Capote","Failure is the condiment that gives success its flavor.",bright_purple,39
endure_bright_purple_quote42.png,"""A man is not old until regrets take the place of dreams."" — John Barrymore #Endure #Resilience #Stoicism","John Barrymore","A man is not old until regrets take the place of dreams.",bright_purple,42
endure_bright_purple_quote50.png,"""Never regret. If it's good, it's wonderful. If it's bad, it's experience."" — Victoria Holt #Endure #Resilience #Stoicism","Victoria Holt","Never regret. If it's good, it's wonderful. If it's bad, it's experience.",bright_purple,50
endure_bright_purple_quote46.png,"""I did then what I knew how to do. Now that I know better, I do better."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","I did then what I knew how to do. Now that I know better, I do better.",bright_purple,46
endure_bright_purple_quote14.png,"""The only way to get rid of a temptation is to yield to it."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The only way to get rid of a temptation is to yield to it.",bright_purple,14
endure_bright_purple_quote33.png,"""The only man who never makes a mistake is the man who never does anything."" — Theodore Roosevelt #Endure #Resilience #Stoicism","Theodore Roosevelt","The only man who never makes a mistake is the man who never does anything.",bright_purple,33
endure_bright_purple_quote45.png,"""Heartbreak is life educating us."" — George Bernard Shaw #Endure #Resilience #Stoicism","George Bernard Shaw","Heartbreak is life educating us.",bright_purple,45
endure_bright_purple_quote12.png,"""It's not what happens to you, but how you react to it that matters."" — Epictetus #Endure #Resilience #Stoicism","Epictetus","It's not what happens to you, but how you react to it that matters.",bright_purple,12
endure_bright_purple_quote49.png,"""The pain of yesterday is the strength of today."" — Paulo Coelho #Endure #Resilience #Stoicism","Paulo Coelho","The pain of yesterday is the strength of today.",bright_purple,49
endure_bright_purple_quote30.png,"""I am not what happened to me, I am what I choose to become."" — Carl Jung #Endure #Resilience #Stoicism","Carl Jung","I am not what happened to me, I am what I choose to become.",bright_purple,30
endure_bright_purple_quote28.png,"""Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in."" — Katherine Mansfield #Endure #Resilience #Stoicism","Katherine Mansfield","Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in.",bright_purple,28
endure_bright_purple_quote27.png,"""You may encounter many defeats, but you must not be defeated."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","You may encounter many defeats, but you must not be defeated.",bright_purple,27
endure_bright_purple_quote47.png,"""Regret is mostly caused by not having done anything."" — Charles Bukowski #Endure #Resilience #Stoicism","Charles Bukowski","Regret is mostly caused by not having done anything.",bright_purple,47
endure_bright_purple_quote40.png,"""We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future.",bright_purple,40
endure_bright_purple_quote17.png,"""The wound is the place where the Light enters you."" — Rumi #Endure #Resilience #Stoicism","Rumi","The wound is the place where the Light enters you.",bright_purple,17
endure_bright_purple_quote2.png,"""Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable."" — Sydney J. Harris #Endure #Resilience #Stoicism","Sydney J. Harris","Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.",bright_purple,2
endure_bright_purple_quote43.png,"""The bitterest tears shed over graves are for words left unsaid and deeds left undone."" — Harriet Beecher Stowe #Endure #Resilience #Stoicism","Harriet Beecher Stowe","The bitterest tears shed over graves are for words left unsaid and deeds left undone.",bright_purple,43
endure_bright_purple_quote38.png,"""It's better to have loved and lost than never to have loved at all."" — Alfred Lord Tennyson #Endure #Resilience #Stoicism","Alfred Lord Tennyson","It's better to have loved and lost than never to have loved at all.",bright_purple,38
endure_bright_purple_quote21.png,"""To err is human; to forgive, divine."" — Alexander Pope #Endure #Resilience #Stoicism","Alexander Pope","To err is human; to forgive, divine.",bright_purple,21
endure_bright_purple_quote5.png,"""The heart was made to be broken."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The heart was made to be broken.",bright_purple,5
endure_bright_purple_quote29.png,"""The past is a place of reference, not a place of residence."" — Willie Jolley #Endure #Resilience #Stoicism","Willie Jolley","The past is a place of reference, not a place of residence.",bright_purple,29
endure_bright_purple_quote10.png,"""Pain is inevitable. Suffering is optional."" — Haruki Murakami #Endure #Resilience #Stoicism","Haruki Murakami","Pain is inevitable. Suffering is optional.",bright_purple,10
endure_bright_purple_quote23.png,"""Heartbreak could be lived with if it weren't accompanied by regret."" — Laura Kasischke #Endure #Resilience #Stoicism","Laura Kasischke","Heartbreak could be lived with if it weren't accompanied by regret.",bright_purple,23
endure_bright_purple_quote9.png,"""The greatest glory in living lies not in never falling, but in rising every time we fall."" — Nelson Mandela #Endure #Resilience #Stoicism","Nelson Mandela","The greatest glory in living lies not in never falling, but in rising every time we fall.",bright_purple,9
endure_bright_purple_quote25.png,"""What we regret most are lost opportunities."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","What we regret most are lost opportunities.",bright_purple,25
endure_bright_purple_quote7.png,"""What is done cannot be undone, but one can prevent it happening again."" — Anne Frank #Endure #Resilience #Stoicism","Anne Frank","What is done cannot be undone, but one can prevent it happening again.",bright_purple,7
endure_bright_purple_quote3.png,"""Out of suffering have emerged the strongest souls; the most massive characters are seared with scars."" — Khalil Gibran #Endure #Resilience #Stoicism","Khalil Gibran","Out of suffering have emerged the strongest souls; the most massive characters are seared with scars.",bright_purple,3
endure_bright_purple_quote44.png,"""Out of difficulties grow miracles."" — Jean de La Bruyère #Endure #Resilience #Stoicism","Jean de La Bruyère","Out of difficulties grow miracles.",bright_purple,44
endure_bright_purple_quote4.png,"""I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed."" — Booker T. Washington #Endure #Resilience #Stoicism","Booker T. Washington","I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed.",bright_purple,4
endure_bright_purple_quote35.png,"""Regrets are the tears of choices not made and of good deeds left undone."" — Jonathan Lockwood Huie #Endure #Resilience #Stoicism","Jonathan Lockwood Huie","Regrets are the tears of choices not made and of good deeds left undone.",bright_purple,35
endure_bright_purple_quote22.png,"""The best way to predict the future is to create it."" — Peter Drucker #Endure #Resilience #Stoicism","Peter Drucker","The best way to predict the future is to create it.",bright_purple,22
endure_bright_purple_quote36.png,"""Fall seven times, stand up eight."" — Japanese Proverb #Endure #Resilience #Stoicism","Japanese Proverb","Fall seven times, stand up eight.",bright_purple,36
endure_bright_purple_quote1.png,"""The only real mistake is the one from which we learn nothing."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","The only real mistake is the one from which we learn nothing.",bright_purple,1
endure_bright_purple_quote34.png,"""Broken hearts hurt but they will make you strong."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Broken hearts hurt but they will make you strong.",bright_purple,34
endure_bright_purple_quote18.png,"""We must accept finite disappointment, but never lose infinite hope."" — Martin Luther King Jr. #Endure #Resilience #Stoicism","Martin Luther King Jr.","We must accept finite disappointment, but never lose infinite hope.",bright_purple,18
endure_bright_purple_quote48.png,"""Success consists of going from failure to failure without loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success consists of going from failure to failure without loss of enthusiasm.",bright_purple,48
endure_bright_purple_quote41.png,"""Regret doesn't remind us that we did badly. It reminds us that we know we can do better."" — Kathryn Schulz #Endure #Resilience #Stoicism","Kathryn Schulz","Regret doesn't remind us that we did badly. It reminds us that we know we can do better.",bright_purple,41
endure_dark_blue_quote24.png,"""Failure is simply the opportunity to begin again, this time more intelligently."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","Failure is simply the opportunity to begin again, this time more intelligently.",dark_blue,24
endure_dark_blue_quote13.png,"""I have not failed. I've just found 10,000 ways that won't work."" — Thomas Edison #Endure #Resilience #Stoicism","Thomas Edison","I have not failed. I've just found 10,000 ways that won't work.",dark_blue,13
endure_dark_blue_quote32.png,"""Mistakes are a fact of life. It is the response to error that counts."" — Nikki Giovanni #Endure #Resilience #Stoicism","Nikki Giovanni","Mistakes are a fact of life. It is the response to error that counts.",dark_blue,32
endure_dark_blue_quote20.png,"""Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit."" — Napoleon Hill #Endure #Resilience #Stoicism","Napoleon Hill","Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",dark_blue,20
endure_dark_blue_quote11.png,"""Regret is the past crippling you in the present."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Regret is the past crippling you in the present.",dark_blue,11
endure_dark_blue_quote8.png,"""Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better."" — Samuel Beckett #Endure #Resilience #Stoicism","Samuel Beckett","Ever tried. Ever failed. No matter. Try Again. Fail again. Fail better.",dark_blue,8
endure_dark_blue_quote16.png,"""Success is stumbling from failure to failure with no loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success is stumbling from failure to failure with no loss of enthusiasm.",dark_blue,16
endure_dark_blue_quote26.png,"""Suffering is the positive element in this world, indeed it is the only link between this world and the positive."" — Franz Kafka #Endure #Resilience #Stoicism","Franz Kafka","Suffering is the positive element in this world, indeed it is the only link between this world and the positive.",dark_blue,26
endure_dark_blue_quote37.png,"""The soul would have no rainbow had the eyes no tears."" — John Vance Cheney #Endure #Resilience #Stoicism","John Vance Cheney","The soul would have no rainbow had the eyes no tears.",dark_blue,37
endure_dark_blue_quote19.png,"""Rock bottom became the solid foundation on which I rebuilt my life."" — J.K. Rowling #Endure #Resilience #Stoicism","J.K. Rowling","Rock bottom became the solid foundation on which I rebuilt my life.",dark_blue,19
endure_dark_blue_quote15.png,"""Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","Letting go means to come to the realization that some people are a part of your history, but not a part of your destiny.",dark_blue,15
endure_dark_blue_quote6.png,"""Mistakes are the portals of discovery."" — James Joyce #Endure #Resilience #Stoicism","James Joyce","Mistakes are the portals of discovery.",dark_blue,6
endure_dark_blue_quote31.png,"""Turn your wounds into wisdom."" — Oprah Winfrey #Endure #Resilience #Stoicism","Oprah Winfrey","Turn your wounds into wisdom.",dark_blue,31
endure_dark_blue_quote39.png,"""Failure is the condiment that gives success its flavor."" — Truman Capote #Endure #Resilience #Stoicism","Truman Capote","Failure is the condiment that gives success its flavor.",dark_blue,39
endure_dark_blue_quote42.png,"""A man is not old until regrets take the place of dreams."" — John Barrymore #Endure #Resilience #Stoicism","John Barrymore","A man is not old until regrets take the place of dreams.",dark_blue,42
endure_dark_blue_quote50.png,"""Never regret. If it's good, it's wonderful. If it's bad, it's experience."" — Victoria Holt #Endure #Resilience #Stoicism","Victoria Holt","Never regret. If it's good, it's wonderful. If it's bad, it's experience.",dark_blue,50
endure_dark_blue_quote46.png,"""I did then what I knew how to do. Now that I know better, I do better."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","I did then what I knew how to do. Now that I know better, I do better.",dark_blue,46
endure_dark_blue_quote14.png,"""The only way to get rid of a temptation is to yield to it."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The only way to get rid of a temptation is to yield to it.",dark_blue,14
endure_dark_blue_quote33.png,"""The only man who never makes a mistake is the man who never does anything."" — Theodore Roosevelt #Endure #Resilience #Stoicism","Theodore Roosevelt","The only man who never makes a mistake is the man who never does anything.",dark_blue,33
endure_dark_blue_quote45.png,"""Heartbreak is life educating us."" — George Bernard Shaw #Endure #Resilience #Stoicism","George Bernard Shaw","Heartbreak is life educating us.",dark_blue,45
endure_dark_blue_quote12.png,"""It's not what happens to you, but how you react to it that matters."" — Epictetus #Endure #Resilience #Stoicism","Epictetus","It's not what happens to you, but how you react to it that matters.",dark_blue,12
endure_dark_blue_quote49.png,"""The pain of yesterday is the strength of today."" — Paulo Coelho #Endure #Resilience #Stoicism","Paulo Coelho","The pain of yesterday is the strength of today.",dark_blue,49
endure_dark_blue_quote30.png,"""I am not what happened to me, I am what I choose to become."" — Carl Jung #Endure #Resilience #Stoicism","Carl Jung","I am not what happened to me, I am what I choose to become.",dark_blue,30
endure_dark_blue_quote28.png,"""Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in."" — Katherine Mansfield #Endure #Resilience #Stoicism","Katherine Mansfield","Regret is an appalling waste of energy; you can't build on it; it's only good for wallowing in.",dark_blue,28
endure_dark_blue_quote27.png,"""You may encounter many defeats, but you must not be defeated."" — Maya Angelou #Endure #Resilience #Stoicism","Maya Angelou","You may encounter many defeats, but you must not be defeated.",dark_blue,27
endure_dark_blue_quote47.png,"""Regret is mostly caused by not having done anything."" — Charles Bukowski #Endure #Resilience #Stoicism","Charles Bukowski","Regret is mostly caused by not having done anything.",dark_blue,47
endure_dark_blue_quote40.png,"""We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future."" — Steve Maraboli #Endure #Resilience #Stoicism","Steve Maraboli","We all make mistakes, have struggles, and even regret things in our past. But you are not your mistakes, you are not your struggles, and you are here NOW with the power to shape your day and your future.",dark_blue,40
endure_dark_blue_quote17.png,"""The wound is the place where the Light enters you."" — Rumi #Endure #Resilience #Stoicism","Rumi","The wound is the place where the Light enters you.",dark_blue,17
endure_dark_blue_quote2.png,"""Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable."" — Sydney J. Harris #Endure #Resilience #Stoicism","Sydney J. Harris","Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.",dark_blue,2
endure_dark_blue_quote43.png,"""The bitterest tears shed over graves are for words left unsaid and deeds left undone."" — Harriet Beecher Stowe #Endure #Resilience #Stoicism","Harriet Beecher Stowe","The bitterest tears shed over graves are for words left unsaid and deeds left undone.",dark_blue,43
endure_dark_blue_quote38.png,"""It's better to have loved and lost than never to have loved at all."" — Alfred Lord Tennyson #Endure #Resilience #Stoicism","Alfred Lord Tennyson","It's better to have loved and lost than never to have loved at all.",dark_blue,38
endure_dark_blue_quote21.png,"""To err is human; to forgive, divine."" — Alexander Pope #Endure #Resilience #Stoicism","Alexander Pope","To err is human; to forgive, divine.",dark_blue,21
endure_dark_blue_quote5.png,"""The heart was made to be broken."" — Oscar Wilde #Endure #Resilience #Stoicism","Oscar Wilde","The heart was made to be broken.",dark_blue,5
endure_dark_blue_quote29.png,"""The past is a place of reference, not a place of residence."" — Willie Jolley #Endure #Resilience #Stoicism","Willie Jolley","The past is a place of reference, not a place of residence.",dark_blue,29
endure_dark_blue_quote10.png,"""Pain is inevitable. Suffering is optional."" — Haruki Murakami #Endure #Resilience #Stoicism","Haruki Murakami","Pain is inevitable. Suffering is optional.",dark_blue,10
endure_dark_blue_quote23.png,"""Heartbreak could be lived with if it weren't accompanied by regret."" — Laura Kasischke #Endure #Resilience #Stoicism","Laura Kasischke","Heartbreak could be lived with if it weren't accompanied by regret.",dark_blue,23
endure_dark_blue_quote9.png,"""The greatest glory in living lies not in never falling, but in rising every time we fall."" — Nelson Mandela #Endure #Resilience #Stoicism","Nelson Mandela","The greatest glory in living lies not in never falling, but in rising every time we fall.",dark_blue,9
endure_dark_blue_quote25.png,"""What we regret most are lost opportunities."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","What we regret most are lost opportunities.",dark_blue,25
endure_dark_blue_quote7.png,"""What is done cannot be undone, but one can prevent it happening again."" — Anne Frank #Endure #Resilience #Stoicism","Anne Frank","What is done cannot be undone, but one can prevent it happening again.",dark_blue,7
endure_dark_blue_quote3.png,"""Out of suffering have emerged the strongest souls; the most massive characters are seared with scars."" — Khalil Gibran #Endure #Resilience #Stoicism","Khalil Gibran","Out of suffering have emerged the strongest souls; the most massive characters are seared with scars.",dark_blue,3
endure_dark_blue_quote44.png,"""Out of difficulties grow miracles."" — Jean de La Bruyère #Endure #Resilience #Stoicism","Jean de La Bruyère","Out of difficulties grow miracles.",dark_blue,44
endure_dark_blue_quote4.png,"""I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed."" — Booker T. Washington #Endure #Resilience #Stoicism","Booker T. Washington","I have learned that success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome while trying to succeed.",dark_blue,4
endure_dark_blue_quote35.png,"""Regrets are the tears of choices not made and of good deeds left undone."" — Jonathan Lockwood Huie #Endure #Resilience #Stoicism","Jonathan Lockwood Huie","Regrets are the tears of choices not made and of good deeds left undone.",dark_blue,35
endure_dark_blue_quote22.png,"""The best way to predict the future is to create it."" — Peter Drucker #Endure #Resilience #Stoicism","Peter Drucker","The best way to predict the future is to create it.",dark_blue,22
endure_dark_blue_quote36.png,"""Fall seven times, stand up eight."" — Japanese Proverb #Endure #Resilience #Stoicism","Japanese Proverb","Fall seven times, stand up eight.",dark_blue,36
endure_dark_blue_quote1.png,"""The only real mistake is the one from which we learn nothing."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","The only real mistake is the one from which we learn nothing.",dark_blue,1
endure_dark_blue_quote34.png,"""Broken hearts hurt but they will make you strong."" — Anonymous #Endure #Resilience #Stoicism","Anonymous","Broken hearts hurt but they will make you strong.",dark_blue,34
endure_dark_blue_quote18.png,"""We must accept finite disappointment, but never lose infinite hope."" — Martin Luther King Jr. #Endure #Resilience #Stoicism","Martin Luther King Jr.","We must accept finite disappointment, but never lose infinite hope.",dark_blue,18
endure_dark_blue_quote48.png,"""Success consists of going from failure to failure without loss of enthusiasm."" — Winston Churchill #Endure #Resilience #Stoicism","Winston Churchill","Success consists of going from failure to failure without loss of enthusiasm.",dark_blue,48
endure_dark_blue_quote41.png,"""Regret doesn't remind us that we did badly. It reminds us that we know we can do better."" — Kathryn Schulz #Endure #Resilience #Stoicism","Kathryn Schulz","Regret doesn't remind us that we did badly. It reminds us that we know we can do better.",dark_blue,41
endure_dark_green_quote24.png,"""Failure is simply the opportunity to begin again, this time more intelligently."" — Henry Ford #Endure #Resilience #Stoicism","Henry Ford","Failure is simply the opportunity to begin again, this time more intelligently.",dark_green,24
endure_dark_green_quote13.png,"""I have not failed. I've just found 10,000 ways that won't work."" — Thomas Edison #Endure #Resilience #Stoicism","Thomas Edison","I have not failed. I've just found 10,000 ways that won't work.",dark_green,13
endure_dark_green_quote32.png,"""Mistakes are a fact of life. It is the response to error that counts."" — Nikki Giovanni #Endure #Resilience #Stoicism","Nikki Giovanni","Mistakes are a fact of life. It is the response to error that counts.",dark_green,32
